Plant Code,Plant Name,Utility Name,Age of Oldest Unit at Plant in Years,Prime Mover for Generator 1,Energy Source 1 for Generator 1,Nameplate capacity in MW,2018 Net Generation in MWh,2018 Electric Fuel Consumption in MMBtu,Implied 2018 Electrical Efficiency,Latitude,Longitude,State,Zip,County,NERC Region,Balancing Authority Code
297,Iron Gate,PacifiCorp,57,HY,WAT,18,88987,810848,37%,41.932981,-122.43678,CA,96044,Siskiyou,WECC,PACW
298,Limestone,NRG Texas Power LLC,34,ST,SUB,1849.8,9548363,101226450,32%,31.4219,-96.2525,TX,75846,Limestone,TRE,ERCO
299,Blundell,PacifiCorp,35,ST,GEO,44.8,223051,2032442,37%,38.4889,-112.8533,UT,84751,Beaver,WECC,PACE
300,Division,NRG Cabrillo Power Ops Inc,#N/A,#N/A,#N/A,0,0,0,0%,32.681667,-117.120277,CA,92113,San Diego,WECC,
301,El Cajon,NRG Cabrillo Power Ops Inc,#N/A,#N/A,#N/A,0,0,0,0%,32.7958,-116.9722,CA,92020,San Diego,WECC,CISO
302,Encina,NRG Cabrillo Power Ops Inc,#N/A,#N/A,#N/A,0,299121,4509074,23%,33.1361,-117.3364,CA,92008,San Diego,WECC,CISO
303,Kearny,NRG Cabrillo Power Ops Inc,#N/A,#N/A,#N/A,0,0,0,0%,32.834,-117.1338,CA,92123,San Diego,WECC,CISO
305,Miramar,NRG Cabrillo Power Ops Inc,#N/A,#N/A,#N/A,0,0,0,0%,32.8761,-117.1664,CA,92121,San Diego,WECC,CISO
306,Naval Station,NRG Cabrillo Power Ops Inc,#N/A,#N/A,#N/A,0,0,0,0%,32.681667,-117.120277,CA,92136,San Diego,WECC,
307,North Island,NRG Cabrillo Power Ops Inc,#N/A,#N/A,#N/A,0,0,0,0%,32.705,-117.190277,CA,92135,San Diego,WECC,
309,Silver Gate,San Diego Gas & Electric Co,#N/A,#N/A,#N/A,0,0,0,0%,32.697222,-117.114722,CA,92113,San Diego,WECC,CISO
312,Refuse & Coal,City of Columbus - (OH),#N/A,#N/A,#N/A,0,0,0,0%,39.902222,-83.024444,OH,43223,Franklin,RFC,
313,Green Lake,City & Borough of Sitka - (AK),37,HY,WAT,18.6,52270,476285,37%,56.986284,-135.12275,AK,99835,Sitka,ASCC,
314,Drop 5,Imperial Irrigation District,37,HY,WAT,4,11264,102637,37%,32.673097,-115.392026,CA,92231,Imperial,WECC,IID
315,AES Alamitos LLC,AES Alamitos LLC,63,ST,NG,1922,958300,12353001,26%,33.7688,-118.1009,CA,90803,Los Angeles,WECC,CISO
316,Sepulveda Canyon,Metropolitan Water District of S CA,37,HY,WAT,8.5,0,0,0%,34.0969,-118.4795,CA,90049,Los Angeles,WECC,LDWP
317,Big Creek 1,Southern California Edison Co,106,HY,WAT,88.4,344767,3141517,37%,37.2042,-119.2396,CA,93605,Fresno,WECC,CISO
318,Big Creek 2,Southern California Edison Co,106,HY,WAT,66.6,321725,2931557,37%,37.2,-119.3069,CA,93605,Fresno,WECC,CISO
319,Big Creek 3,Southern California Edison Co,96,HY,WAT,174.5,678769,6184943,37%,37.148517,-119.386623,CA,93602,Fresno,WECC,CISO
320,Big Creek 4,Southern California Edison Co,68,HY,WAT,100,279726,2548863,37%,37.139,-119.4898,CA,93643,Madera,WECC,CISO
321,Big Creek 8,Southern California Edison Co,98,HY,WAT,75,245586,2237779,37%,37.2096,-119.3289,CA,93605,Fresno,WECC,CISO
322,Big Creek 2A,Southern California Edison Co,91,HY,WAT,110,447135,4074887,37%,37.200062,-119.30681,CA,93605,Fresno,WECC,CISO
323,Bishop Creek 2,Southern California Edison Co,111,HY,WAT,7.3,27938,254573,37%,37.273581,-118.573339,CA,93514,Inyo,WECC,CISO
324,Bishop Creek 3,Southern California Edison Co,106,HY,WAT,8.4,28121,256238,37%,37.301962,-118.531957,CA,93514,Inyo,WECC,CISO
325,Bishop Creek 4,Southern California Edison Co,114,HY,WAT,8.2,47531,433102,37%,37.323035,-118.501714,CA,93514,Inyo,WECC,CISO
326,Bishop Creek 5,Southern California Edison Co,76,HY,WAT,4.5,16272,148271,37%,37.3344,-118.4797,CA,93514,Inyo,WECC,CISO
327,Bishop Creek 6,Southern California Edison Co,106,HY,WAT,1.6,5870,53488,37%,37.3499,-118.4628,CA,93514,Inyo,WECC,CISO
328,Borel,Southern California Edison Co,115,HY,WAT,12,-217,0,0%,35.588069,-118.524804,CA,93240,Kern,WECC,CISO
329,Coolwater,"GenOn California South, LP",#N/A,#N/A,#N/A,0,0,0,0%,34.8606,-116.8539,CA,92327,San Bernardino,WECC,CISO
330,El Segundo Power,NRG El Segundo Operations Inc,#N/A,#N/A,#N/A,0,0,0,0%,33.909804,-118.424172,CA,90245,Los Angeles,WECC,CISO
331,Etiwanda Generating Station,"GenOn California South, LP",#N/A,#N/A,#N/A,0,0,0,0%,34.09118,-117.52663,CA,91739,San Bernardino,WECC,CISO
332,Fontana,Southern California Edison Co,102,HY,WAT,3,2545,23189,37%,34.155162,-117.397119,CA,92336,San Bernardino,WECC,CISO
335,AES Huntington Beach LLC,AES Huntington Beach LLC,61,ST,NG,436,319522,3685102,30%,33.6439,-117.9792,CA,92646,Orange,WECC,CISO
336,Kaweah 2,Southern California Edison Co,90,HY,WAT,1.8,6046,55091,37%,36.461326,-118.87988,CA,93271,Tulare,WECC,CISO
337,Kaweah 1,Southern California Edison Co,90,HY,WAT,2.3,4464,40677,37%,36.465066,-118.862023,CA,93271,Tulare,WECC,CISO
338,Kaweah 3,Southern California Edison Co,106,HY,WAT,4.8,11794,107467,37%,36.486059,-118.835645,CA,93271,Tulare,WECC,CISO
339,Kern River 3,Southern California Edison Co,98,HY,WAT,40.3,120120,1094535,37%,35.776185,-118.436233,CA,93238,Kern,WECC,CISO
340,Kern River 1,Southern California Edison Co,112,HY,WAT,26.4,160352,1461127,37%,35.460303,-118.77959,CA,93301,Kern,WECC,CISO
341,Long Beach Generation LLC,NRG El Segundo Operations Inc,43,GT,NG,252,22511,385249,20%,33.7641,-118.2248,CA,90802,Los Angeles,WECC,CISO
342,Lundy,Southern California Edison Co,108,HY,WAT,3,9035,82328,37%,38.042729,-119.172015,CA,93541,Mono,WECC,CISO
344,Mammoth Pool,Southern California Edison Co,59,HY,WAT,190,443429,4040524,37%,37.220302,-119.337983,CA,93643,Madera,WECC,CISO
345,Mandalay,"GenOn California South, LP",#N/A,#N/A,#N/A,0,30,1550,7%,34.2067,-119.2511,CA,93035,Ventura,WECC,CISO
350,Ormond Beach,"GenOn California South, LP",48,ST,NG,1612,186015,2218447,29%,34.1292,-119.1689,CA,93033,Ventura,WECC,CISO
353,Poole,Southern California Edison Co,95,HY,WAT,11.3,14157,128999,37%,37.944237,-119.2161,CA,93541,Mono,WECC,CISO
354,Portal,Southern California Edison Co,63,HY,WAT,10.8,9717,88542,37%,37.257045,-119.158936,CA,93634,Fresno,WECC,CISO
356,AES Redondo Beach LLC,AES Redondo Beach LLC,65,ST,NG,1316.4,274507,3585265,26%,33.8504,-118.395,CA,90277,Los Angeles,WECC,CISO
357,Rush Creek,Southern California Edison Co,103,HY,WAT,13.1,21955,200054,37%,37.766954,-119.123284,CA,93529,Mono,WECC,CISO
358,Mountainview Generating Station,Southern California Edison Co,14,CT,NG,1036.8,2091875,16733883,43%,34.0818,-117.2418,CA,92374,San Bernardino,WECC,CISO
360,San Onofre Nuclear Generating Station,Southern California Edison Co,#N/A,#N/A,#N/A,0,0,0,0%,33.368794,-117.554916,CA,92672,San Diego,WECC,CISO
361,Santa Ana 1,Southern California Edison Co,120,HY,WAT,3.2,558,5084,37%,34.14522,-117.058481,CA,92346,San Bernardino,WECC,CISO
363,Santa Ana 3,Southern California Edison Co,20,HY,WAT,3.1,2917,26580,37%,34.107245,-117.099091,CA,92346,San Bernardino,WECC,CISO
365,Lower Tule River,Southern California Edison Co,110,HY,WAT,2.6,-102,0,0%,36.13568,-118.788868,CA,93265,Tulare,WECC,CISO
371,Columbia Generating Station,Energy Northwest,35,ST,NUC,1200,9708441,0,0%,46.4711,-119.3339,WA,99352,Benton,WECC,BPAT
375,Magnolia,City of Burbank Water and Power,#N/A,#N/A,#N/A,0,0,0,0%,34.178056,-118.315556,CA,91502,Los Angeles,WECC,
376,Pardee,East Bay Municipal Util Dist,89,HY,WAT,23.6,0,0,0%,38.2569,-120.8507,CA,95252,Calaveras,WECC,CISO
377,Grayson,City of Glendale - (CA),42,CA,NG,300.9,140780,1875899,26%,34.1556,-118.2782,CA,91201,Los Angeles,WECC,LDWP
378,Prairie River,"ALLETE, Inc.",99,HY,WAT,1,3239,29515,37%,47.287206,-93.498266,MN,55744,Itasca,MRO,MISO
380,Dion R Holm,City & County of San Francisco,59,HY,WAT,156.8,248059,2260770,37%,37.896649,-119.9675,CA,95321,Tuolumne,WECC,CISO
381,Moccasin,City & County of San Francisco,50,HY,WAT,100,330257,3009303,37%,37.809388,-120.299254,CA,95347,Tuolumne,WECC,CISO
382,R C Kirkwood,City & County of San Francisco,52,HY,WAT,115.5,437411,3985689,37%,37.877667,-119.953233,CA,95321,Tuolumne,WECC,CISO
383,Brawley,Imperial Irrigation District,#N/A,#N/A,#N/A,0,0,0,0%,32.968889,-115.534444,CA,92227,Imperial,WECC,IID
384,Joliet 29,Midwest Generations EME LLC,54,ST,SUB,1320,628452,6651440,32%,41.494636,-88.123827,IL,60436,Will,RFC,PJM
385,Drop 2 (CA),Imperial Irrigation District,66,HY,WAT,10,43434,395773,37%,32.705435,-115.030975,CA,92250,Imperial,WECC,IID
386,Drop 3 (CA),Imperial Irrigation District,78,HY,WAT,9.2,41904,381829,37%,32.705428,-115.126103,CA,92250,Imperial,WECC,IID
387,Drop 4,Imperial Irrigation District,69,HY,WAT,19.6,0,0,0%,32.705341,-115.219067,CA,92250,Imperial,WECC,IID
388,Pilot Knob,Imperial Irrigation District,62,HY,WAT,33,31763,289426,37%,32.736642,-114.713858,CA,92283,Imperial,WECC,IID
389,El Centro,Imperial Irrigation District,67,CA,NG,388.3,751312,6169000,42%,32.802222,-115.54,CA,92243,Imperial,WECC,IID
390,Solomon Gulch,"Copper Valley Elec Assn, Inc",37,HY,WAT,12,42087,383497,37%,61.0828,-146.3033,AK,99686,Valdez Cordova,ASCC,
391,Big Pine Creek,Los Angeles Department of Water & Power,94,HY,WAT,3.2,12883,117389,37%,37.142795,-118.324075,CA,93513,Inyo,WECC,LDWP
392,Castaic,Los Angeles Department of Water & Power,46,PS,WAT,1682,232402,0,0%,34.587237,-118.656638,CA,91384,Los Angeles,WECC,LDWP
393,Control Gorge,Los Angeles Department of Water & Power,67,HY,WAT,37.5,34985,318783,37%,37.437921,-118.556988,CA,93514,Inyo,WECC,LDWP
394,Cottonwood,Los Angeles Department of Water & Power,111,HY,WAT,1.6,2775,25288,37%,36.443421,-118.04389,CA,93545,Inyo,WECC,LDWP
396,Foothill,Los Angeles Department of Water & Power,48,HY,WAT,10.1,-8344,0,0%,34.318248,-118.494449,CA,91342,Los Angeles,WECC,LDWP
397,Franklin (CA),Los Angeles Department of Water & Power,98,HY,WAT,2,-11,0,0%,34.103931,-118.413377,CA,90210,Los Angeles,WECC,LDWP
398,Haiwee,Los Angeles Department of Water & Power,92,HY,WAT,5.6,512,4662,37%,36.109722,-117.956667,CA,93549,Inyo,WECC,LDWP
399,Harbor,Los Angeles Department of Water & Power,24,CT,NG,548.1,37140,536221,24%,33.7706,-118.2656,CA,90744,Los Angeles,WECC,LDWP
400,Haynes,Los Angeles Department of Water & Power,57,ST,NG,1739.1,3131593,23304955,46%,33.764741,-118.09913,CA,90803,Los Angeles,WECC,LDWP
401,Middle Gorge,Los Angeles Department of Water & Power,67,HY,WAT,37.5,75380,686863,37%,37.51,-118.569167,CA,93514,Mono,WECC,LDWP
402,Pleasant Valley Hydro,Los Angeles Department of Water & Power,61,HY,WAT,3.2,7290,66427,37%,37.41416,-118.523889,CA,93514,Inyo,WECC,LDWP
403,San Fernando,Los Angeles Department of Water & Power,97,HY,WAT,5.6,18086,164800,37%,34.312778,-118.492778,CA,91342,Los Angeles,WECC,LDWP
404,Scattergood,Los Angeles Department of Water & Power,61,ST,NG,876,1786840,13440225,45%,33.918151,-118.427648,CA,90293,Los Angeles,WECC,LDWP
406,Tok,Alaska Power and Telephone Co,20,IC,DFO,7.6,9185,89723,35%,63.33552,-142.99997,AK,99780,Southeast Fairbanks,ASCC,
407,Upper Gorge,Los Angeles Department of Water & Power,66,HY,WAT,37.5,75414,687171,37%,37.546036,-118.590001,CA,93514,Mono,WECC,LDWP
408,Valley (CA),Los Angeles Department of Water & Power,18,GT,NG,690.5,1491978,10856153,47%,34.244991,-118.391327,CA,91352,Los Angeles,WECC,LDWP
409,Exchequer,Merced Irrigation District,52,HY,WAT,94.5,240272,2189358,37%,37.584345,-120.26859,CA,95369,Mariposa,WECC,CISO
410,McSwain,Merced Irrigation District,52,HY,WAT,9,29383,267739,37%,37.522065,-120.31009,CA,95369,Mariposa,WECC,CISO
412,Chicago Park,Nevada Irrigation District,54,HY,WAT,44,124022,1130089,37%,39.177903,-120.890856,CA,95713,Nevada,WECC,CISO
413,Dutch Flat 2,Nevada Irrigation District,54,HY,WAT,27.3,68557,624692,37%,39.2184,-120.8352,CA,95714,Nevada,WECC,CISO
414,Beardsley,Oakdale&South San Joaquin Irrigation D.,62,HY,WAT,10,53455,487083,37%,38.202569,-120.076983,CA,95364,Tuolumne,WECC,CISO
415,Donnells,Oakdale&South San Joaquin Irrigation D.,62,HY,WAT,72,129198,1177250,37%,38.246656,-120.034072,CA,95364,Tuolumne,WECC,CISO
416,Tulloch,Oakdale&South San Joaquin Irrigation D.,61,HY,WAT,24.2,112929,1029009,37%,37.876111,-120.605,CA,95370,Tuolumne,WECC,CISO
417,Forbestown,South Feather Water and Power Agency,56,HY,WAT,41.9,84275,767913,37%,39.551012,-121.278784,CA,95941,Butte,WECC,CISO
418,Kelly Ridge,South Feather Water and Power Agency,56,HY,WAT,10,31487,286910,37%,39.531784,-121.491247,CA,95965,Butte,WECC,CISO
419,Woodleaf,South Feather Water and Power Agency,56,HY,WAT,67.2,137044,1248744,37%,39.553811,-121.204077,CA,95941,Butte,WECC,CISO
420,Broadway (CA),City of Pasadena - (CA),#N/A,#N/A,#N/A,0,0,0,0%,34.1254,-118.148,CA,91105,Los Angeles,WECC,CISO
421,Craig (AK),Alaska Power and Telephone Co,35,IC,DFO,4.6,2349,24256,33%,55.47691,-133.14869,AK,99921,Prince of Wales Ketchikan,ASCC,
422,Glenarm,City of Pasadena - (CA),43,GT,NG,265.6,107233,1150712,32%,34.126,-118.1494,CA,91105,Los Angeles,WECC,CISO
423,Hydaburg,Alaska Power and Telephone Co,29,IC,DFO,1,3,282,4%,55.204937,-132.821435,AK,99922,Prince of Wales Ketchikan,ASCC,
424,French Meadows,Placer County Water Agency,53,HY,WAT,15.3,38058,346784,37%,39.077971,-120.406069,CA,95631,Placer,WECC,CISO
425,Middle Fork,Placer County Water Agency,53,HY,WAT,122.4,451504,4114105,37%,39.024801,-120.596383,CA,95631,Placer,WECC,CISO
426,Oxbow (CA),Placer County Water Agency,53,HY,WAT,6.1,26068,237534,37%,39.003372,-120.746651,CA,95631,Placer,WECC,CISO
427,Ralston,Placer County Water Agency,53,HY,WAT,79.2,324725,2958895,37%,39.000999,-120.725053,CA,95631,Placer,WECC,CISO
428,Parker,Merced Irrigation District,37,HY,WAT,2.7,5209,47465,37%,37.477838,-120.444492,CA,95344,Merced,WECC,CISO
430,Camino,Sacramento Municipal Util Dist,56,HY,WAT,157.8,291165,2653096,37%,38.82881,-120.537089,CA,95726,El Dorado,WECC,BANC
431,Jaybird,Sacramento Municipal Util Dist,58,HY,WAT,161.6,394703,3596534,37%,38.83405,-120.53176,CA,95725,El Dorado,WECC,BANC
432,Loon Lake,Sacramento Municipal Util Dist,48,HY,WAT,74.1,54595,497470,37%,38.982697,-120.324503,CA,95726,El Dorado,WECC,BANC
433,Robbs Peak,Sacramento Municipal Util Dist,54,HY,WAT,25.5,28690,261423,37%,38.896511,-120.378292,CA,95726,El Dorado,WECC,BANC
435,White Rock/Slab Creek,Sacramento Municipal Util Dist,51,HY,WAT,266.5,389163,3546053,37%,38.765336,-120.787366,CA,95709,El Dorado,WECC,BANC
436,Devil Canyon,California Dept. of Water Resources,47,HY,WAT,276.2,787419,7174962,37%,34.2056,-117.3344,CA,92407,San Bernardino,WECC,CISO
437,Edward C Hyatt,California Dept. of Water Resources,51,HY,WAT,644.1,1291387,11767120,37%,39.542985,-121.492188,CA,95966,Butte,WECC,CISO
438,Thermalito,California Dept. of Water Resources,51,HY,WAT,115.1,0,0,0%,39.514893,-121.630077,CA,95966,Butte,WECC,CISO
439,Don Pedro,Turlock Irrigation District,48,HY,WAT,170.8,293638,2676916,37%,37.695994,-120.420152,CA,95329,Tuolumne,WECC,TIDC
440,La Grange,Turlock Irrigation District,95,HY,WAT,4.5,8374,76302,37%,37.6697,-120.4436,CA,95329,Stanislaus,WECC,TIDC
441,Folsom,U S Bureau of Reclamation,64,HY,WAT,198.6,583368,5315650,37%,38.70675,-121.158443,CA,95630,Sacramento,WECC,WALC
442,Judge F Carr,U S Bureau of Reclamation,56,HY,WAT,154.4,209392,1907980,37%,40.646934,-122.626973,CA,96003,Shasta,WECC,WALC
443,Keswick,U S Bureau of Reclamation,69,HY,WAT,117,325206,2963277,37%,40.611858,-122.446441,CA,96003,Shasta,WECC,WALC
444,Nimbus,U S Bureau of Reclamation,64,HY,WAT,13.4,59462,541817,37%,38.63735,-121.220198,CA,95630,Sacramento,WECC,WALC
445,Shasta,U S Bureau of Reclamation,70,HY,WAT,714,1739164,15847262,37%,40.717455,-122.422274,CA,96003,Shasta,WECC,WALC
446,ONeill,U S Bureau of Reclamation,51,PS,WAT,25.2,-61489,0,0%,37.098671,-121.047718,CA,95376,Merced,WECC,WALC
447,Parker Dam,U S Bureau of Reclamation,77,HY,WAT,120,436366,3976167,37%,34.295334,-114.140222,CA,92267,San Bernardino,WECC,WALC
448,W R Gianelli,California Dept. of Water Resources,51,PS,WAT,424,-125520,0,0%,37.0692,-121.0772,CA,95322,Merced,WECC,CISO
450,Spring Creek,U S Bureau of Reclamation,55,HY,WAT,180,129101,1176877,37%,40.628115,-122.467509,CA,96003,Shasta,WECC,WALC
451,Trinity,U S Bureau of Reclamation,55,HY,WAT,140,275421,2509636,37%,40.797296,-122.762553,CA,96003,Trinity,WECC,WALC
454,Colgate,Yuba County Water Agency,50,HY,WAT,315,1090613,9937666,37%,39.330833,-121.191666,CA,95935,Yuba,WECC,CISO
455,Narrows 2,Yuba County Water Agency,50,HY,WAT,46.7,191540,1745312,37%,39.238996,-121.270409,CA,95918,Yuba,WECC,CISO
457,Bear Valley,City of Escondido - (CA),33,HY,WAT,1.4,133,1212,37%,33.166246,-117.016566,CA,92027,San Diego,WECC,CISO
460,Pueblo,"Black Hills Colorado Electric, LLC",55,IC,DFO,8,-120,463,-88%,38.2667,-104.6144,CO,81003,Pueblo,WECC,PSCO
462,W N Clark,"Black Hills Colorado Electric, LLC",#N/A,#N/A,#N/A,0,0,0,0%,38.4344,-105.25,CO,81212,Fremont,WECC,PSCO
464,Alamosa,Public Service Co of Colorado,46,GT,NG,53.2,8794,138779,22%,37.4594,-105.8947,CO,81101,Alamosa,WECC,PSCO
465,Arapahoe,Public Service Co of Colorado,#N/A,#N/A,#N/A,0,0,0,0%,39.67,-105.0028,CO,80223,Denver,WECC,PSCO
466,Boulder Canyon Hydro,Boulder City of,6,HY,WAT,5,12281,111905,37%,40.004725,-105.332495,CO,80306,Boulder,WECC,PSCO
467,Cabin Creek,Public Service Co of Colorado,52,PS,WAT,300,-127491,0,0%,39.6551,-105.7088,CO,80444,Clear Creek,WECC,PSCO
468,Cameo,Public Service Co of Colorado,#N/A,#N/A,#N/A,0,0,0,0%,39.127778,-108.326111,CO,81526,Mesa,WECC,PSCO
469,Cherokee,Public Service Co of Colorado,51,ST,NG,1006.4,3841878,31465811,42%,39.807275,-104.964548,CO,80216,Adams,WECC,PSCO
470,Comanche (CO),Public Service Co of Colorado,46,ST,SUB,1635.3,9761647,104983283,32%,38.2081,-104.5747,CO,81006,Pueblo,WECC,WACM
471,Fruita,Public Service Co of Colorado,46,GT,NG,26.6,230,1586,49%,39.1364,-108.7347,CO,81521,Mesa,WECC,PSCO
472,Georgetown Hydro,Public Service Co of Colorado,113,HY,WAT,1.2,2921,26617,37%,39.6919,-105.6978,CO,80444,Clear Creek,WECC,PSCO
473,Grand Valley Project Power Plant,Orchard Mesa Irrigation District,87,HY,WAT,3,5836,53178,37%,39.101667,-108.345556,CO,81526,Mesa,WECC,PSCO
474,Salida,Public Service Co of Colorado,111,HY,WAT,0.6,1956,17823,37%,38.53419,-106.182003,CO,81201,Chaffee,WECC,PSCO
476,Shoshone (CO),Public Service Co of Colorado,110,HY,WAT,14.4,84738,772133,37%,39.57013,-107.226876,CO,81601,Garfield,WECC,PSCO
477,Valmont,Public Service Co of Colorado,46,GT,NG,59.3,2717,68383,14%,40.0195,-105.202,CO,80302,Boulder,WECC,PSCO
478,Zuni,Public Service Co of Colorado,#N/A,#N/A,#N/A,0,0,0,0%,39.737348,-105.016991,CO,80204,Denver,WECC,PSCO
479,Temescal,Metropolitan Water District of S CA,36,HY,WAT,2.9,4998,45544,37%,33.8343,-117.4971,CA,91720,Riverside,WECC,CISO
480,Corona,Metropolitan Water District of S CA,36,HY,WAT,2.9,6533,59530,37%,33.85895,-117.6106,CA,91720,Riverside,WECC,CISO
481,Perris,Metropolitan Water District of S CA,36,HY,WAT,7.9,14812,134967,37%,33.8361,-117.1831,CA,92555,Riverside,WECC,CISO
482,Rio Hondo,Metropolitan Water District of S CA,35,HY,WAT,1.9,3063,27909,37%,34.004722,-118.09917,CA,90280,Los Angeles,WECC,CISO
483,Coyote Creek,Metropolitan Water District of S CA,35,HY,WAT,3.1,0,0,0%,33.92493,-117.95517,CA,90631,Orange,WECC,CISO
484,Red Mountain,Metropolitan Water District of S CA,34,HY,WAT,5.9,19925,181556,37%,33.3944,-117.1889,CA,92028,San Diego,WECC,CISO
487,Valley View,Metropolitan Water District of S CA,34,HY,WAT,4.1,0,0,0%,33.9001,-117.82905,CA,92886,Orange,WECC,CISO
489,Upper Dawson,Turlock Irrigation District,36,HY,WAT,4.4,11126,101381,37%,37.6508,-120.4706,CA,95329,Tuolumne,WECC,TIDC
491,Center,City of Center - (CO),56,IC,DFO,1.5,0,0,0%,37.753606,-106.10467,CO,81125,Saguache,WECC,PSCO
492,Martin Drake,City of Colorado Springs - (CO),51,ST,SUB,207.3,921772,10795799,29%,38.824444,-104.833333,CO,80903,El Paso,WECC,WACM
493,George Birdsall,City of Colorado Springs - (CO),66,ST,NG,61.1,3984,63763,21%,38.881389,-104.816944,CO,80907,El Paso,WECC,WACM
494,Manitou Springs,City of Colorado Springs - (CO),80,HY,WAT,5.6,15614,142275,37%,38.855556,-104.933056,CO,80829,El Paso,WECC,WACM
495,Ruxton Park,City of Colorado Springs - (CO),94,HY,WAT,1,0,0,0%,38.841354,-104.973802,CO,80829,El Paso,WECC,WACM
502,Holly,Town of Holly - (CO),19,IC,DFO,2.9,0,0,0%,38.032717,-102.073659,CO,81047,Prowers,WECC,WACM
504,Julesburg,City of Julesburg - (CO),68,IC,DFO,2.8,0,0,0%,40.9505,-102.2795,CO,80737,Sedgwick,WECC,WACM
505,Boysen,U S Bureau of Reclamation,67,HY,WAT,15,73796,672429,37%,43.417872,-108.177545,WY,82649,Fremont,WECC,WAUW
506,La Junta,City of La Junta - (CO),80,IC,DFO,17.2,-1001240,25,-13664924%,37.9876,-103.5468,CO,81050,Otero,WECC,PSCO
507,Las Animas,City of Las Animas - (CO),78,IC,DFO,5.6,0,0,0%,38.0647,-103.2159,CO,81054,Bent,WECC,WACM
508,Lamar Plant,City of Lamar - (CO),47,ST,SUB,55.7,10596,96551,37%,38.033327,-102.537915,CO,81052,Prowers,WECC,PSCO
510,Sonoma California Geothermal,Geysers Power Co LLC,36,ST,GEO,78,439167,4001692,37%,38.7903,-122.7559,CA,95461,Lake,WECC,CISO
511,Trinidad (CO),City of Trinidad - (CO),53,IC,NG,9.2,31,287,37%,37.178979,-104.487492,CO,81082,Las Animas,WECC,WACM
512,Blue Mesa,U S Bureau of Reclamation,52,HY,WAT,86.4,238129,2169831,37%,38.453191,-107.337483,CO,81401,Gunnison,WECC,WACM
513,Estes,U S Bureau of Reclamation,69,HY,WAT,45,125148,1140347,37%,40.376771,-105.509665,CO,80517,Larimer,WECC,WACM
514,Morrow Point,U S Bureau of Reclamation,49,HY,WAT,173.2,321447,2929025,37%,38.451753,-107.539299,CO,81401,Montrose,WECC,WACM
515,Big Thompson,U S Bureau of Reclamation,60,HY,WAT,4.5,1251,11399,37%,40.421031,-105.223804,CO,80538,Larimer,WECC,WACM
516,Green Mountain,U S Bureau of Reclamation,76,HY,WAT,26,32034,291894,37%,39.878805,-106.332725,CO,80459,Summit,WECC,WACM
517,Marys Lake,U S Bureau of Reclamation,68,HY,WAT,8.1,44046,401347,37%,40.34408,-105.534308,CO,80517,Larimer,WECC,WACM
518,Flatiron,U S Bureau of Reclamation,65,HY,WAT,94.5,199991,2182161,31%,40.364996,-105.236032,CO,80539,Larimer,WECC,WACM
519,Pole Hill,U S Bureau of Reclamation,65,HY,WAT,38.2,173248,1578634,37%,40.365056,-105.325074,CO,80537,Larimer,WECC,WACM
520,Lower Molina,U S Bureau of Reclamation,57,HY,WAT,5.6,8390,76450,37%,39.19366,-108.044088,CO,81401,Mesa,WECC,WACM
521,Upper Molina,U S Bureau of Reclamation,57,HY,WAT,9.9,14406,131266,37%,39.143808,-108.004777,CO,81401,Mesa,WECC,WACM
525,Hayden,Public Service Co of Colorado,54,ST,BIT,465.4,2323596,25282800,31%,40.4856,-107.185,CO,81639,Routt,WECC,PSCO
527,Nucla,"Tri-State G & T Assn, Inc",60,ST,BIT,113.8,61553,813229,26%,38.2383,-108.5069,CO,81424,Montrose,WECC,WACM
529,Rancho Seco Solar,Sacramento Municipal Util Dist,#N/A,#N/A,#N/A,0,0,0,0%,38.340015,-121.113861,CA,95638,Sacramento,WECC,BANC
531,Camp Far West,Sacramento Municipal Util Dist,34,HY,WAT,7.2,25365,231127,37%,39.048802,-121.316966,CA,95692,Placer,WECC,CISO
533,McWilliams,PowerSouth Energy Cooperative,65,CA,NG,654,3957129,29698368,45%,31.400255,-86.476449,AL,36038,Covington,SERC,AEC
534,Jones Fork,Sacramento Municipal Util Dist,34,HY,WAT,10,14250,129845,37%,38.850283,-120.381883,CA,95725,El Dorado,WECC,BANC
535,McClellan (CA),Sacramento Municipal Util Dist,33,GT,NG,77,7088,89439,27%,38.652731,-121.393336,CA,95652,Sacramento,WECC,BANC
537,Camanche,East Bay Municipal Util Dist,36,HY,WAT,10.8,24106,219655,37%,38.2268,-121.0245,CA,95227,San Joaquin,WECC,CISO
539,Rocky River (CT),FirstLight Power Resources Services LLC,90,PS,WAT,31,3471,0,0%,41.5826,-73.4349,CT,6776,Litchfield,NPCC,ISNE
